,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
332,A12044,We should adopt atheism,in favor of,adopting atheism would put a stop to conflicts that arise through conflicting religious beliefs making the world a safer place.,adopting atheism would put a stop to conflicts that arise through conflicting religious beliefs making the world a safer place. in favor of We should adopt atheism,"['Security: societal', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3605,A27377,We should subsidize Wikipedia,against,"it is a useful site but no need to subsidize wikipedia. the site can get by with private funding like it has all these years and besides, government has much more important needs to subsidize like health care","it is a useful site but no need to subsidize wikipedia. the site can get by with private funding like it has all these years and besides, government has much more important needs to subsidize like health care against We should subsidize Wikipedia","['Self-direction: action', 'Power: resources', 'Security: personal', 'Security: societal', 'Benevolence: dependability', 'Universalism: objectivity']",0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
1789,A21196,We should subsidize student loans,against,"the tax payers would have to pay for the subsidization of student loans in the end, it would be better to reform the entire university system instead.","the tax payers would have to pay for the subsidization of student loans in the end, it would be better to reform the entire university system instead. against We should subsidize student loans","['Security: personal', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5133,E06020,The EU should enforce the obligation to respect the Rule of Law within its borders,in favor of,"Current concerns about rule of law infringements are simply being brushed off as 'national matters'. If this continues, how can the EU assume authority to promote democracy abroad? More strict and enforceable minimum standards must be introduced, under clearly increasing penalties for non-compliance. If shared values and democracy are indeed a requisite to be a part of the EU, then continued adherence should be a precondition to remain a part of it.","Current concerns about rule of law infringements are simply being brushed off as 'national matters'. If this continues, how can the EU assume authority to promote democracy abroad? More strict and enforceable minimum standards must be introduced, under clearly increasing penalties for non-compliance. If shared values and democracy are indeed a requisite to be a part of the EU, then continued adherence should be a precondition to remain a part of it. in favor of The EU should enforce the obligation to respect the Rule of Law within its borders","['Achievement', 'Power: dominance', 'Face', 'Security: societal', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
19,A02008,We should legalize organ trade,in favor of,"We should legalize the organ trade because currently people are punished for obeying the law and not purchasing organs, in the form of longer wait times.","We should legalize the organ trade because currently people are punished for obeying the law and not purchasing organs, in the form of longer wait times. in favor of We should legalize organ trade","['Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2505,A23287,We should abolish safe spaces,against,"we adhere to these principles and these spaces to guarantee behaviors that make us feel safe, therefore safe spaces should not be abolished","we adhere to these principles and these spaces to guarantee behaviors that make us feel safe, therefore safe spaces should not be abolished against We should abolish safe spaces","['Self-direction: action', 'Security: personal', 'Security: societal', 'Conformity: rules']",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4506,A30305,We should ban private military companies,against,we should not ban private military companies as the national military is not able to perform smaller operations and should not be taken away from their national duties and responsibilities.,we should not ban private military companies as the national military is not able to perform smaller operations and should not be taken away from their national duties and responsibilities. against We should ban private military companies,"['Achievement', 'Power: dominance', 'Security: societal', 'Benevolence: dependability']",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4865,E02034,NGO boats should have an government representative on board to make sure they aren't people trafficking,against,"NGO boats should be forbidden, only Frontex should intervene to bring them home","NGO boats should be forbidden, only Frontex should intervene to bring them home against NGO boats should have an government representative on board to make sure they aren't people trafficking","['Power: dominance', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3784,A28162,We should ban cosmetic surgery for minors,against,More investment into cosmetic surgery has overflow benefits for reconstructive and general surgery to due innovative technology and techniques.,More investment into cosmetic surgery has overflow benefits for reconstructive and general surgery to due innovative technology and techniques. against We should ban cosmetic surgery for minors,"['Self-direction: thought', 'Achievement', 'Security: personal']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3395,A27055,We should ban cosmetic surgery for minors,against,"minors still have the ability to make choices, as long as there is informed consent.","minors still have the ability to make choices, as long as there is informed consent. against We should ban cosmetic surgery for minors","['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,A27118,We should subsidize Wikipedia,against,we should not subsidize wikipedia because the information contained in it is not validated. if published information is going to be subsidized then it should be from accredited sources.,we should not subsidize wikipedia because the information contained in it is not validated. if published information is going to be subsidized then it should be from accredited sources. against We should subsidize Wikipedia,"['Achievement', 'Power: dominance', 'Face']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5072,E05068,The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders.,in favor of,"Self-determination is a basic collective human right. Catalans practiced this right in 2017.  Since then the Catalan Republic is kidnaped by Spanish lawfare, with the elected president Puigdemont in exile within Europe and more than 3000 Catalan activists suffering political persecution as a consequence.  Ignoring this conflict within the core of Europe by European Institutions can undermine the EU at its very start.  If you sincerely believe in human rights, recognize the Catalan Republic officially. This crucial step will enforce European democracy, the Democracy of Citizens that feel free and respected within European borders.","Self-determination is a basic collective human right. Catalans practiced this right in 2017.  Since then the Catalan Republic is kidnaped by Spanish lawfare, with the elected president Puigdemont in exile within Europe and more than 3000 Catalan activists suffering political persecution as a consequence.  Ignoring this conflict within the core of Europe by European Institutions can undermine the EU at its very start.  If you sincerely believe in human rights, recognize the Catalan Republic officially. This crucial step will enforce European democracy, the Democracy of Citizens that feel free and respected within European borders. in favor of The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders.","['Self-direction: action', 'Achievement', 'Face', 'Tradition', 'Conformity: rules', 'Universalism: concern']",0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1747,A21129,We should abolish capital punishment,against,we should not because it will be much cheaper than keeping these evil people in prison for there life.,we should not because it will be much cheaper than keeping these evil people in prison for there life. against We should abolish capital punishment,"['Security: personal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
429,A12191,We should end the use of economic sanctions,against,economic sanctions make items made in foreign countries and shipped here more affordable for struggling americans.,economic sanctions make items made in foreign countries and shipped here more affordable for struggling americans. against We should end the use of economic sanctions,"['Power: resources', 'Security: personal', 'Universalism: concern']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4827,E01091,Europe should put a GreenTax on top of all imports from highly polluting countries,in favor of,taxation seems to be the only real way to incentivize other countries less worried about climate change to work on it,taxation seems to be the only real way to incentivize other countries less worried about climate change to work on it in favor of Europe should put a GreenTax on top of all imports from highly polluting countries,"['Achievement', 'Power: dominance', 'Conformity: rules', 'Universalism: nature']",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3829,A28232,We should abolish the three-strikes laws,in favor of,"the three strikes law is an old concept. it doesn't really prevent people from committing  violence, especially because many acts of violence are not premeditated.","the three strikes law is an old concept. it doesn't really prevent people from committing  violence, especially because many acts of violence are not premeditated. in favor of We should abolish the three-strikes laws","['Achievement', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2117,A22193,We should ban factory farming,in favor of,factory farming treats live animals as a disposable item,factory farming treats live animals as a disposable item in favor of We should ban factory farming,"['Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4482,A30270,We should ban private military companies,in favor of,"private military companies provide violence - or threat of violence - for money, are poorly regulated and subject to endless accusation of corruption and bribery.","private military companies provide violence - or threat of violence - for money, are poorly regulated and subject to endless accusation of corruption and bribery. in favor of We should ban private military companies","['Achievement', 'Security: societal', 'Conformity: rules', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1665,A20499,We should abolish the right to keep and bear arms,in favor of,we should abolish the right to keep and bear arms since it leads to more violence and higher crime rights.,we should abolish the right to keep and bear arms since it leads to more violence and higher crime rights. in favor of We should abolish the right to keep and bear arms,"['Security: societal', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4914,E03030,There should be an EU citizenship,against,If we do have an EU citizenship we will have an EU country and EU already proved to be no good dealing with problems and is extremely undemocratic and not listening to the people.,If we do have an EU citizenship we will have an EU country and EU already proved to be no good dealing with problems and is extremely undemocratic and not listening to the people. against There should be an EU citizenship,"['Achievement', 'Power: dominance', 'Security: personal', 'Security: societal', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
5146,E06045,The EU should enforce the obligation to respect the Rule of Law within its borders,against,"The EU has no business 'promoting democracy' anywhere beyond its borders. Have we not seen sufficiently clearly in the past two decades where 'democracy export' leads?! Freedom bombs and human suffering everywhere.  No, the EU must fully respect the sovereignty and national characters of all nations of this world. And that includes its own member states. The EU must immediately return to the letter of the EU treaties, and reaffirm in the strongest term the principles of conferral and subsidiarity. ","The EU has no business 'promoting democracy' anywhere beyond its borders. Have we not seen sufficiently clearly in the past two decades where 'democracy export' leads?! Freedom bombs and human suffering everywhere.  No, the EU must fully respect the sovereignty and national characters of all nations of this world. And that includes its own member states. The EU must immediately return to the letter of the EU treaties, and reaffirm in the strongest term the principles of conferral and subsidiarity.  against The EU should enforce the obligation to respect the Rule of Law within its borders","['Self-direction: action', 'Power: dominance', 'Security: personal', 'Conformity: rules', 'Universalism: concern']",0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5180,E06100,"All workers and unemployed should have access to social protection, including young people",in favor of,"I agree. Stable, quality jobs and adequate social protection for everyone are necessary.  Trade unions have many proposals to achieve more equal and inclusive labor markets.  This goes hand in hand with policies to promote more equal, sustainable, and inclusive societies.  ","I agree. Stable, quality jobs and adequate social protection for everyone are necessary.  Trade unions have many proposals to achieve more equal and inclusive labor markets.  This goes hand in hand with policies to promote more equal, sustainable, and inclusive societies.   in favor of All workers and unemployed should have access to social protection, including young people","['Achievement', 'Security: personal', 'Security: societal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0
5105,E05122,Public transport in EU cities should be free,in favor of,"The incentive to provide free public transport in European cities in the future would make it easier for people, especially in the cities, to accept and appreciate that there will be fewer and fewer cars. People who benefit from current examples are happy about it. ","The incentive to provide free public transport in European cities in the future would make it easier for people, especially in the cities, to accept and appreciate that there will be fewer and fewer cars. People who benefit from current examples are happy about it.  in favor of Public transport in EU cities should be free","['Achievement', 'Security: personal', 'Benevolence: caring', 'Universalism: nature']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2183,A22288,We should ban the use of child actors,against,child actors are important so programs can show people of ages and are reflective of society. child actors are an important part of  the industry and are needed to reflect people accurately.,child actors are important so programs can show people of ages and are reflective of society. child actors are an important part of  the industry and are needed to reflect people accurately. against We should ban the use of child actors,"['Stimulation', 'Achievement', 'Face', 'Benevolence: caring', 'Universalism: objectivity']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1477,A20223,We should ban algorithmic trading,against,algorithmic trading allows computers to make predictions based on far more data than a human could handle. this means that more money is likely to be made for share holders.,algorithmic trading allows computers to make predictions based on far more data than a human could handle. this means that more money is likely to be made for share holders. against We should ban algorithmic trading,"['Achievement', 'Power: resources']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,A28320,We should abolish the Olympic Games,against,we should not abolish the olympic games because it would rob all the hard working athletes of showcasing their skills and earning money from the games and their sponsors.,we should not abolish the olympic games because it would rob all the hard working athletes of showcasing their skills and earning money from the games and their sponsors. against We should abolish the Olympic Games,"['Achievement', 'Power: resources', 'Face', 'Tradition', 'Universalism: tolerance']",0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
3165,A25297,We should limit judicial activism,in favor of,judicial activism should be limited because it doesn't apply any laws at all.,judicial activism should be limited because it doesn't apply any laws at all. in favor of We should limit judicial activism,"['Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5639,A19015,Social media brings more harm than good,against,"social media has brought a democratization of media to all those who are able to access it, allowing rapid discemination of news and protest groups to further their causes.","social media has brought a democratization of media to all those who are able to access it, allowing rapid discemination of news and protest groups to further their causes. against Social media brings more harm than good","['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Power: dominance', 'Security: personal', 'Universalism: concern']",1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1074,A19102,We should abolish safe spaces,against,a safe space is a great place for youth to hang out so that they are not in dangerous places.,a safe space is a great place for youth to hang out so that they are not in dangerous places. against We should abolish safe spaces,"['Self-direction: action', 'Security: societal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2903,A24389,We should ban missionary work,in favor of,Missionary work is a waste of time and resources that could be better spent elsewhere.,Missionary work is a waste of time and resources that could be better spent elsewhere. in favor of We should ban missionary work,"['Security: societal', 'Benevolence: dependability', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3405,A27069,We should legalize organ trade,against,the onus will be on the poorest people in the population to sell their organs thus leading to exploitation.,the onus will be on the poorest people in the population to sell their organs thus leading to exploitation. against We should legalize organ trade,['Universalism: concern'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6126,A23304,Homeschooling should be banned,against,homeschooling is better that state education providing one-to-one learning opportunities they benefit children.,homeschooling is better that state education providing one-to-one learning opportunities they benefit children. against Homeschooling should be banned,"['Self-direction: thought', 'Stimulation', 'Achievement', 'Benevolence: caring', 'Universalism: tolerance']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
251,A09038,We should introduce compulsory voting,in favor of,we should introduce compulsory voting as all citizens need to have their voices heard to make the outcomes of elections more credible and truly representative of the whole population.,we should introduce compulsory voting as all citizens need to have their voices heard to make the outcomes of elections more credible and truly representative of the whole population. in favor of We should introduce compulsory voting,"['Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
7053,E03049,We should reduce environment pollution by limiting number of people in Europe,against,Instead we should look into investing in foreign countries and help building a stable environment.,Instead we should look into investing in foreign countries and help building a stable environment. against We should reduce environment pollution by limiting number of people in Europe,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1061,A19082,We should limit judicial activism,in favor of,judicial activism would allow for personal grievances to be accepted as truth,judicial activism would allow for personal grievances to be accepted as truth in favor of We should limit judicial activism,"['Security: societal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1677,A21017,We should subsidize space exploration,against,Space exploration is expensive and money should not be wasted on something that will probably never improve life on earth.,Space exploration is expensive and money should not be wasted on something that will probably never improve life on earth. against We should subsidize space exploration,"['Security: personal', 'Humility']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1042,A19052,We should subsidize embryonic stem cell research,against,there are other stem cells that aren't from embryos that could be used instead.,there are other stem cells that aren't from embryos that could be used instead. against We should subsidize embryonic stem cell research,"['Achievement', 'Tradition', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1009,A18495,We should subsidize student loans,in favor of,"we should invest in the young generations and support them in their education, especially when higher education is so expensive.","we should invest in the young generations and support them in their education, especially when higher education is so expensive. in favor of We should subsidize student loans","['Achievement', 'Security: personal', 'Benevolence: caring']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3989,A28480,We should legalize prostitution,in favor of,"a man or woman has the right to do what they wish with their body, and if they choose to sell it for sex, the government should not interfere.","a man or woman has the right to do what they wish with their body, and if they choose to sell it for sex, the government should not interfere. in favor of We should legalize prostitution","['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,A19020,Blockade of the Gaza Strip should be ended,against,blockade of the gaza strip is a bargaining tool to ensure the safety of israel in a volatile region.,blockade of the gaza strip is a bargaining tool to ensure the safety of israel in a volatile region. against Blockade of the Gaza Strip should be ended,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5224,E07128,The demographic decline should be stopped.,in favor of,"The EU is in demographic decline. At the start of the 19th century, Europe accounted for 15% of the world's population. By 2050, it will be 5%. ","The EU is in demographic decline. At the start of the 19th century, Europe accounted for 15% of the world's population. By 2050, it will be 5%.  in favor of The demographic decline should be stopped.","['Achievement', 'Security: personal', 'Security: societal', 'Tradition', 'Benevolence: caring', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
4253,A29423,We should subsidize embryonic stem cell research,in favor of,embryonic stem cells can potentially save lives for many diseases such as diabetes,embryonic stem cells can potentially save lives for many diseases such as diabetes in favor of We should subsidize embryonic stem cell research,['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2887,A24370,We should ban algorithmic trading,in favor of,we should ban algorithmic trading because algorithms don't always work and will cause people to lose a lot of money,we should ban algorithmic trading because algorithms don't always work and will cause people to lose a lot of money in favor of We should ban algorithmic trading,"['Achievement', 'Power: resources', 'Security: personal', 'Benevolence: caring']",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1662,A20494,We should adopt gender-neutral language,in favor of,"gender-neutral language should be adoppted in todays society where peoples sex  is self determined and more fluid, because it avoids offence or discrimination","gender-neutral language should be adoppted in todays society where peoples sex  is self determined and more fluid, because it avoids offence or discrimination in favor of We should adopt gender-neutral language","['Security: personal', 'Conformity: rules', 'Conformity: interpersonal', 'Humility', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0
4787,D27073,We should ban kids' reality shows,in favor of,Almost all reality shows involves the process of eliminating participants one by one at each level. Facing defeat infront of everyone is not that easy for children. This may put an emotional toll on children.,Almost all reality shows involves the process of eliminating participants one by one at each level. Facing defeat infront of everyone is not that easy for children. This may put an emotional toll on children. in favor of We should ban kids' reality shows,"['Security: personal', 'Conformity: rules']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
742,A18078,We should abolish zoos,in favor of,it's cruel for the animals to be caged,it's cruel for the animals to be caged in favor of We should abolish zoos,"['Conformity: rules', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1383,A20064,We should abolish the Olympic Games,against,the olympic games inspire children and people of all ages to enjoy and participate in sports.,the olympic games inspire children and people of all ages to enjoy and participate in sports. against We should abolish the Olympic Games,"['Self-direction: thought', 'Stimulation', 'Achievement', 'Tradition']",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1419,A20122,We should fight for the abolition of nuclear weapons,against,we shouldn't fight to get rid of nuclear weapons. they provide a deterrent to serious conflict because even the smaller countries who have nuclear weapons pose a threat,we shouldn't fight to get rid of nuclear weapons. they provide a deterrent to serious conflict because even the smaller countries who have nuclear weapons pose a threat against We should fight for the abolition of nuclear weapons,"['Power: dominance', 'Security: societal', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
6816,A30274,Blockade of the Gaza Strip should be ended,in favor of,blockading the gaza strip is no longer useful and those doing it could better serve elsewhere.,blockading the gaza strip is no longer useful and those doing it could better serve elsewhere. in favor of Blockade of the Gaza Strip should be ended,"['Self-direction: action', 'Achievement', 'Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1410,A20108,We should ban missionary work,against,missionary work is important to help educate those in third world countries so they can improve their way of life.,missionary work is important to help educate those in third world countries so they can improve their way of life. against We should ban missionary work,"['Self-direction: thought', 'Achievement', 'Security: personal', 'Tradition']",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5007,E04138,We need a better distribution of refugees.,against,"If you want migrants, invite them into your home.","If you want migrants, invite them into your home. against We need a better distribution of refugees.","['Self-direction: action', 'Benevolence: dependability', 'Universalism: tolerance']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1721,A21081,We should ban telemarketing,against,"if telemarketing is done appropriately and at reasonable hours, then it should not be banned","if telemarketing is done appropriately and at reasonable hours, then it should not be banned against We should ban telemarketing","['Self-direction: action', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
534,A12350,We should adopt atheism,in favor of,we should adopt athiesm because no religion will stop lots of wars and arguements.,we should adopt athiesm because no religion will stop lots of wars and arguements. in favor of We should adopt atheism,"['Self-direction: thought', 'Security: societal', 'Benevolence: dependability', 'Universalism: concern']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
465,A12245,We should adopt atheism,against,many people use religion to connect with their family as well as loved ones that are no longer alive - losing this comforting connection would be devastating for some.,many people use religion to connect with their family as well as loved ones that are no longer alive - losing this comforting connection would be devastating for some. against We should adopt atheism,"['Self-direction: thought', 'Hedonism', 'Tradition', 'Conformity: interpersonal', 'Benevolence: caring']",1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
4094,A29147,We should end the use of economic sanctions,against,"Economic sanctions are the only way that a country can be warned that we mean business, by harming their economy we can influence those in power to stop their damaging ways.","Economic sanctions are the only way that a country can be warned that we mean business, by harming their economy we can influence those in power to stop their damaging ways. against We should end the use of economic sanctions","['Power: dominance', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5367,A07078,Assisted suicide should be a criminal offence,against,"if to a reasonable degree of medical certainty the medical condition of a person is irreversible, it must have the right to terminate his life by requesting assistance without consequences for the fact.","if to a reasonable degree of medical certainty the medical condition of a person is irreversible, it must have the right to terminate his life by requesting assistance without consequences for the fact. against Assisted suicide should be a criminal offence","['Self-direction: action', 'Stimulation', 'Security: personal', 'Benevolence: caring', 'Universalism: tolerance']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
37,A03010,We should adopt a multi-party system,in favor of,it would give people more of a choice  and provides someone for every culture to vote for,it would give people more of a choice  and provides someone for every culture to vote for in favor of We should adopt a multi-party system,"['Security: personal', 'Security: societal']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1436,A20147,We should ban algorithmic trading,in favor of,algorithmic trading may be an artificial manipulation of the market.,algorithmic trading may be an artificial manipulation of the market. in favor of We should ban algorithmic trading,"['Achievement', 'Power: resources', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2112,A22185,We should fight for the abolition of nuclear weapons,against,"the threat of mutually assured destruction is the only thing that keeps democracy safe from tin pot dictators, hence we need to keep nuclear weapons.","the threat of mutually assured destruction is the only thing that keeps democracy safe from tin pot dictators, hence we need to keep nuclear weapons. against We should fight for the abolition of nuclear weapons","['Power: dominance', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4556,A30369,We should abolish the three-strikes laws,in favor of,"Since prison's radicalize more than they rehabilitate, three strikes laws end up creating more re-offenders by putting people away for longer in an environment that radicalizes them.","Since prison's radicalize more than they rehabilitate, three strikes laws end up creating more re-offenders by putting people away for longer in an environment that radicalizes them. in favor of We should abolish the three-strikes laws","['Achievement', 'Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
3349,A26086,We should legalize sex selection,in favor of,if people can afford it then it is their choice,if people can afford it then it is their choice in favor of We should legalize sex selection,"['Self-direction: thought', 'Self-direction: action', 'Stimulation', 'Universalism: tolerance']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6358,A25381,Intelligence tests bring more harm than good,in favor of,intelligence tests can do more harm than good because it labels the takers as gifted or failure and don't cover other forms of intelligence.,intelligence tests can do more harm than good because it labels the takers as gifted or failure and don't cover other forms of intelligence. in favor of Intelligence tests bring more harm than good,"['Achievement', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4472,A30255,We should legalize organ trade,in favor of,"organ trade is excellent way to continue the process to help more people who are in need of a new organ, a ""pay it forward"" concept and should be legal","organ trade is excellent way to continue the process to help more people who are in need of a new organ, a ""pay it forward"" concept and should be legal in favor of We should legalize organ trade","['Self-direction: action', 'Security: personal', 'Benevolence: caring']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4880,E02049,The European Union should support and integrate immigrant people to ensure that they live with dignity and equality with all European citizens,in favor of,"Europe is more than rich enough to welcome many immigrants and if they are permitted to work, they will even generate their own income and benefits for the country they arrive in.","Europe is more than rich enough to welcome many immigrants and if they are permitted to work, they will even generate their own income and benefits for the country they arrive in. in favor of The European Union should support and integrate immigrant people to ensure that they live with dignity and equality with all European citizens","['Achievement', 'Power: resources', 'Security: societal']",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4706,D03013,India should have 'One Nation - One Election' policy ,against,Holding both elections together will also mean mixing up the national issues with those of the state. The national issues would overpower the state which in turn would get less priority from the politicians.,Holding both elections together will also mean mixing up the national issues with those of the state. The national issues would overpower the state which in turn would get less priority from the politicians. against India should have 'One Nation - One Election' policy ,"['Self-direction: action', 'Power: dominance', 'Universalism: concern', 'Universalism: objectivity']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4509,A30310,We should oppose collectivism,against,collectivism utilizes the best from many sources,collectivism utilizes the best from many sources against We should oppose collectivism,"['Achievement', 'Power: dominance']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,A24039,We should adopt libertarianism,against,Libertarianism would lead to crumbling infrastructure without taxes to fund the government.,Libertarianism would lead to crumbling infrastructure without taxes to fund the government. against We should adopt libertarianism,"['Power: resources', 'Security: personal', 'Security: societal']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
585,A12428,We should abandon the use of school uniform,against,uniforms allow students to look the same and not have to follow the fashion while at school,uniforms allow students to look the same and not have to follow the fashion while at school against We should abandon the use of school uniform,"['Security: personal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
